"Latest: Time (s)","Latest: Potential (V)"
0.002,0.0512820512821
0.00202,0.163614163614
0.00204,0.163614163614
0.00206,0.25641025641
0.00208,0.25641025641
0.0021,0.334554334554
0.00212,0.334554334554
0.00214,0.393162393162
0.00216,0.393162393162
0.00218,0.422466422466
0.0022,0.422466422466
0.00222,0.437118437118
0.00224,0.437118437118
0.00226,0.437118437118
0.00228,0.437118437118
0.0023,0.422466422466
0.00232,0.422466422466
0.00234,0.388278388278
0.00236,0.388278388278
0.00238,0.339438339438
0.0024,0.339438339438
0.00242,0.285714285714
0.00244,0.285714285714
0.00246,0.222222222222
0.00248,0.222222222222
0.0025,0.153846153846
0.00252,0.153846153846
0.00254,0.0952380952381
0.00256,0.0952380952381
0.00258,0.031746031746
0.0026,0.031746031746
0.00262,-0.026862026862
0.00264,-0.026862026862
0.00266,-0.0757020757021
0.00268,-0.0757020757021
0.0027,-0.119658119658
0.00272,-0.119658119658
0.00274,-0.15873015873
0.00276,-0.15873015873
0.00278,-0.188034188034
0.0028,-0.188034188034
0.00282,-0.197802197802
0.00284,-0.197802197802
0.00286,-0.20757020757
0.00288,-0.20757020757
0.0029,-0.20757020757
0.00292,-0.20757020757
0.00294,-0.192918192918
0.00296,-0.192918192918
0.00298,-0.178266178266
0.003,-0.178266178266
0.00302,-0.153846153846
0.00304,-0.153846153846
0.00306,-0.13431013431
0.00308,-0.13431013431
0.0031,-0.100122100122
0.00312,-0.100122100122
0.00314,-0.0708180708181
0.00316,-0.0708180708181
0.00318,-0.03663003663
0.0032,-0.03663003663
0.00322,-0.00732600732601
0.00324,-0.00732600732601
0.00326,0.01221001221
0.00328,0.01221001221
0.0033,0.03663003663
0.00332,0.03663003663
0.00334,0.0561660561661
0.00336,0.0561660561661
0.00338,0.0805860805861
0.0034,0.0805860805861
0.00342,0.0903540903541
0.00344,0.0903540903541
0.00346,0.100122100122
0.00348,0.100122100122
0.0035,0.105006105006
0.00352,0.105006105006
0.00354,0.0952380952381
0.00356,0.0952380952381
0.00358,0.0952380952381
0.0036,0.0952380952381
0.00362,0.0854700854701
0.00364,0.0854700854701
0.00366,0.0757020757021
0.00368,0.0757020757021
0.0037,0.0659340659341
0.00372,0.0659340659341
0.00374,0.0512820512821
0.00376,0.0512820512821
0.00378,0.031746031746
0.0038,0.031746031746
0.00382,0.021978021978
0.00384,0.021978021978
0.00386,0.002442002442
0.00388,0.002442002442
0.0039,-0.01221001221
0.00392,-0.01221001221
0.00394,-0.017094017094
0.00396,-0.017094017094
0.00398,-0.026862026862
0.004,-0.026862026862
0.00402,-0.031746031746
0.00404,-0.031746031746
0.00406,-0.03663003663
0.00408,-0.03663003663
0.0041,-0.046398046398
0.00412,-0.046398046398
0.00414,-0.046398046398
0.00416,-0.046398046398
0.00418,-0.041514041514
0.0042,-0.041514041514
0.00422,-0.041514041514
0.00424,-0.041514041514
0.00426,-0.03663003663
0.00428,-0.03663003663
0.0043,-0.031746031746
0.00432,-0.031746031746
0.00434,-0.026862026862
0.00436,-0.026862026862
0.00438,-0.021978021978
0.0044,-0.021978021978
0.00442,-0.01221001221
0.00444,-0.01221001221
0.00446,-0.00732600732601
0.00448,-0.00732600732601
0.0045,-0.002442002442
0.00452,-0.002442002442
0.00454,0.00732600732601
0.00456,0.00732600732601
0.00458,0.01221001221
0.0046,0.01221001221
0.00462,0.017094017094
0.00464,0.017094017094
0.00466,0.01221001221
0.00468,0.01221001221
0.0047,0.021978021978
0.00472,0.021978021978
0.00474,0.021978021978
0.00476,0.021978021978
0.00478,0.021978021978
0.0048,0.021978021978
0.00482,0.026862026862
0.00484,0.026862026862
0.00486,0.021978021978
0.00488,0.021978021978
0.0049,0.017094017094
0.00492,0.017094017094
0.00494,0.017094017094
0.00496,0.017094017094
0.00498,0.01221001221
0.005,0.01221001221
0.00502,0.01221001221
0.00504,0.01221001221
0.00506,0.00732600732601
0.00508,0.00732600732601
0.0051,0.00732600732601
0.00512,0.00732600732601
0.00514,0.002442002442
0.00516,0.002442002442
0.00518,-0.00732600732601
0.0052,-0.00732600732601
0.00522,-0.00732600732601
0.00524,-0.00732600732601
0.00526,-0.002442002442
0.00528,-0.002442002442
0.0053,-0.002442002442
0.00532,-0.002442002442
0.00534,-0.002442002442
0.00536,-0.002442002442
0.00538,-0.00732600732601
0.0054,-0.00732600732601
0.00542,-0.00732600732601
0.00544,-0.00732600732601
0.00546,-0.00732600732601
0.00548,-0.00732600732601
0.0055,-0.01221001221
0.00552,-0.01221001221
0.00554,-0.00732600732601
0.00556,-0.00732600732601
0.00558,-0.00732600732601
0.0056,-0.00732600732601
0.00562,-0.002442002442
0.00564,-0.002442002442
0.00566,-0.002442002442
0.00568,-0.002442002442
0.0057,0.002442002442
0.00572,0.002442002442
0.00574,-0.002442002442
0.00576,-0.002442002442
0.00578,-0.002442002442
0.0058,-0.002442002442
0.00582,0.002442002442
0.00584,0.002442002442
0.00586,0.00732600732601
0.00588,0.00732600732601
0.0059,0.002442002442
0.00592,0.002442002442
0.00594,0.01221001221
0.00596,0.01221001221
0.00598,0.00732600732601
0.006,0.00732600732601
0.00602,0.002442002442
0.00604,0.002442002442
0.00606,0.00732600732601
0.00608,0.00732600732601
0.0061,0.00732600732601
0.00612,0.00732600732601
0.00614,0.00732600732601
0.00616,0.00732600732601
0.00618,0.00732600732601
0.0062,0.00732600732601
0.00622,0.00732600732601
0.00624,0.00732600732601
0.00626,0.002442002442
0.00628,0.002442002442
0.0063,-0.002442002442
0.00632,-0.002442002442
0.00634,0.002442002442
0.00636,0.002442002442
0.00638,0.002442002442
0.0064,0.002442002442
0.00642,0.002442002442
0.00644,0.002442002442
0.00646,-0.002442002442
0.00648,-0.002442002442
0.0065,-0.002442002442
0.00652,-0.002442002442
0.00654,-0.002442002442
0.00656,-0.002442002442
0.00658,-0.002442002442
0.0066,-0.002442002442
0.00662,-0.002442002442
0.00664,-0.002442002442
0.00666,-0.002442002442
0.00668,-0.002442002442
0.0067,-0.002442002442
0.00672,-0.002442002442
0.00674,0.002442002442
0.00676,0.002442002442
0.00678,-0.002442002442
0.0068,-0.002442002442
0.00682,-0.002442002442
0.00684,-0.002442002442
0.00686,-0.002442002442
0.00688,-0.002442002442
0.0069,0.002442002442
0.00692,0.002442002442
0.00694,-0.002442002442
0.00696,-0.002442002442
0.00698,0.002442002442
0.007,0.002442002442
0.00702,0.002442002442
0.00704,0.002442002442
0.00706,-0.002442002442
0.00708,-0.002442002442
0.0071,0.002442002442
0.00712,0.002442002442
0.00714,-0.002442002442
0.00716,-0.002442002442
0.00718,-0.002442002442
0.0072,-0.002442002442
0.00722,-0.002442002442
0.00724,-0.002442002442
0.00726,0.002442002442
0.00728,0.002442002442
0.0073,0.002442002442
0.00732,0.002442002442
0.00734,-0.002442002442
0.00736,-0.002442002442
0.00738,0.002442002442
0.0074,0.002442002442
0.00742,-0.002442002442
0.00744,-0.002442002442
0.00746,0.002442002442
0.00748,0.002442002442
0.0075,0.002442002442
0.00752,0.002442002442
0.00754,0.002442002442
0.00756,0.002442002442
0.00758,-0.002442002442
0.0076,-0.002442002442
0.00762,0.002442002442
0.00764,0.002442002442
0.00766,-0.002442002442
0.00768,-0.002442002442
0.0077,-0.002442002442
0.00772,-0.002442002442
0.00774,0.002442002442
0.00776,0.002442002442
0.00778,0.002442002442
0.0078,0.002442002442
0.00782,-0.002442002442
0.00784,-0.002442002442
0.00786,0.002442002442
0.00788,0.002442002442
0.0079,-0.002442002442
0.00792,-0.002442002442
0.00794,-0.002442002442
0.00796,-0.002442002442
0.00798,-0.002442002442
0.008,-0.002442002442
0.00802,0.002442002442
0.00804,0.002442002442
0.00806,0.002442002442
0.00808,0.002442002442
0.0081,0.002442002442
0.00812,0.002442002442
0.00814,0.002442002442
0.00816,0.002442002442
0.00818,0.002442002442
0.0082,0.002442002442
0.00822,-0.002442002442
0.00824,-0.002442002442
0.00826,-0.002442002442
0.00828,-0.002442002442
0.0083,0.002442002442
0.00832,0.002442002442
0.00834,0.002442002442
0.00836,0.002442002442
0.00838,-0.002442002442
0.0084,-0.002442002442
0.00842,0.002442002442
0.00844,0.002442002442
0.00846,0.002442002442
0.00848,0.002442002442
0.0085,-0.002442002442
0.00852,-0.002442002442
0.00854,0.002442002442
0.00856,0.002442002442
0.00858,0.002442002442
0.0086,0.002442002442
0.00862,0.00732600732601
0.00864,0.00732600732601
0.00866,0.002442002442
0.00868,0.002442002442
0.0087,-0.002442002442
0.00872,-0.002442002442
0.00874,-0.002442002442
0.00876,-0.002442002442
0.00878,-0.002442002442
0.0088,-0.002442002442
0.00882,-0.002442002442
0.00884,-0.002442002442
0.00886,-0.002442002442
0.00888,-0.002442002442
0.0089,0.002442002442
0.00892,0.002442002442
0.00894,0.002442002442
0.00896,0.002442002442
